,path,label
39966,/content/gdrive/MyDrive/NCT-CRC/STR/STR-SWQRVAEQ.tif,7
72384,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-CSFWGVNL.tif,8
47280,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-NSIYHCFT.tif,0
3532,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-CQSGTYRR.tif,1
5320,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-NDFASECP.tif,1
59959,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-ACETAHAM.tif,4
73960,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-RKMAEEPR.tif,8
32224,/content/gdrive/MyDrive/NCT-CRC/STR/STR-KIYPFVYN.tif,7
32652,/content/gdrive/MyDrive/NCT-CRC/STR/STR-VFFYDALV.tif,7
27558,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-LIMGNVCA.tif,3
17987,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-DVTRHLEA.tif,2
6062,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-KWTETHGE.tif,1
34292,/content/gdrive/MyDrive/NCT-CRC/STR/STR-RWPTRYVF.tif,7
70010,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-NHQFDWAD.tif,8
49197,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-DICSVIDF.tif,0
52385,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-SYYITSGR.tif,4
28758,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-IQAGERMT.tif,3
69194,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-GEICAFVQ.tif,8
19023,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-ENRYPHVA.tif,2
73359,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-HCPMWPEI.tif,8
45840,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-MYHPVHMY.tif,0
22759,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-YVLRYLES.tif,3
10885,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-IFRKGITT.tif,2
40815,/content/gdrive/MyDrive/NCT-CRC/STR/STR-YGKGHLLD.tif,7
49976,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-NPFQIPIW.tif,0
4978,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-ERRTNENP.tif,1
72806,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-CTGAYIKD.tif,8
35021,/content/gdrive/MyDrive/NCT-CRC/STR/STR-MLDDHMKE.tif,7
62514,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-ENALAHKK.tif,8
72695,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-RSDNPEHH.tif,8
1617,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-GTNTCDAK.tif,1
73515,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-RSYLCVQS.tif,8
38264,/content/gdrive/MyDrive/NCT-CRC/STR/STR-NGTMCQPK.tif,7
72396,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-SCHKKVCS.tif,8
61799,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-CSCKWRMH.tif,8
68152,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-WAQFRIVW.tif,8
48741,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-HETWSYTH.tif,0
33984,/content/gdrive/MyDrive/NCT-CRC/STR/STR-DVQQMKSI.tif,7
52954,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-FEDDNCGL.tif,4
71793,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-LEYPVNMA.tif,8
36530,/content/gdrive/MyDrive/NCT-CRC/STR/STR-EQRVNVMI.tif,7
66619,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-GLDLHHEN.tif,8
6727,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-MPNICGKK.tif,1
22160,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-VPSYDKIT.tif,3
21330,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-NVRQRFLL.tif,3
36939,/content/gdrive/MyDrive/NCT-CRC/STR/STR-QFLFHCWC.tif,7
5213,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-KYYGYMTC.tif,1
9293,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-KMQCPENK.tif,1
5626,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-DHYMQASC.tif,1
36100,/content/gdrive/MyDrive/NCT-CRC/STR/STR-RQTRHFCM.tif,7
74277,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-PFGNGQPG.tif,8
29023,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-GRLHLKVS.tif,3
3582,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-GAIATTMS.tif,1
28749,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-TELWHHRW.tif,3
23799,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-MQCRGYVF.tif,3
44420,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-ETTHYDAT.tif,0
24186,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-ANPKVNSS.tif,3
58575,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-PLLYEGIL.tif,4
13502,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-GEAIECAI.tif,2
16691,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-FQDWYAKH.tif,2
26544,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-FAVQFEWP.tif,3
55502,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-AIHGGYPC.tif,4
27169,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-KPQGHWLQ.tif,3
39557,/content/gdrive/MyDrive/NCT-CRC/STR/STR-RKRWNIGS.tif,7
59605,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-VINRYMAN.tif,4
56194,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-VTAWAAIC.tif,4
28189,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-RPSVCSLE.tif,3
73591,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-VHSPKHFH.tif,8
8813,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-KPTVDDSS.tif,1
65673,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-SVPNKTPQ.tif,8
9892,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-INGHIKNQ.tif,1
13793,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-KTCSQMKL.tif,2
27783,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-RVCMCQLT.tif,3
40410,/content/gdrive/MyDrive/NCT-CRC/STR/STR-WEHESTIW.tif,7
27310,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-ESDNPHWN.tif,3
47365,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-DWGPTWVW.tif,0
60159,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-NNVPYNRK.tif,4
9151,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-FAWHEWQL.tif,1
25885,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-QHTPTLEE.tif,3
40967,/content/gdrive/MyDrive/NCT-CRC/STR/STR-SNIFMCHH.tif,7
39224,/content/gdrive/MyDrive/NCT-CRC/STR/STR-NPEIPWGQ.tif,7
47238,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-SHSYNTEQ.tif,0
74179,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-NFAEDVYE.tif,8
49709,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-MMNCSLEF.tif,0
73590,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-VNMWLNDR.tif,8
71033,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-CVPTYQER.tif,8
69279,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-RAVHHGGW.tif,8
27221,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-FQWPGQGY.tif,3
22171,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-HQTALSTS.tif,3
30998,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-MIDRHPAM.tif,3
53241,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-KPICDVYY.tif,4
16975,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-LWTHTKFS.tif,2
1249,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-DWRDTRLC.tif,1
6900,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-MAHMKNTM.tif,1
62739,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-HYSACLKF.tif,8
30524,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-IHLCGRNC.tif,3
58448,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-GCHNERTV.tif,4
9109,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-IMHPDHSY.tif,1
20995,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-RNVDIVND.tif,3
5404,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-CWKDNCTK.tif,1
44703,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-MATATDPG.tif,0
45678,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-IMLSPKDM.tif,0
7529,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-GAPHAVIQ.tif,1
2075,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-DWVVENCD.tif,1
70442,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-RCMLNVDY.tif,8
67205,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-EMLCCDVM.tif,8
64633,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-FPWWNTNK.tif,8
49619,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-ENQNPLRK.tif,0
39436,/content/gdrive/MyDrive/NCT-CRC/STR/STR-ISFKVGHK.tif,7
1873,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-GVHRRPME.tif,1
55545,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-VHYDYKRI.tif,4
69201,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-NVLRGGDV.tif,8
34174,/content/gdrive/MyDrive/NCT-CRC/STR/STR-QILMLVRT.tif,7
61101,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-RYQVAVTT.tif,8
48572,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-KSLTRGSS.tif,0
26190,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-ETKLHRFF.tif,3
5236,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-APVNGCWH.tif,1
71601,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-AQQINLQP.tif,8
26164,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-AHVQGEAP.tif,3
32329,/content/gdrive/MyDrive/NCT-CRC/STR/STR-TRTCWSQP.tif,7
45541,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-CYDEAVIV.tif,0
23525,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-KMTVIWRW.tif,3
66666,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-QKGNTLEG.tif,8
54112,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-DCTDIIFP.tif,4
21773,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-DTLNADRC.tif,3
36846,/content/gdrive/MyDrive/NCT-CRC/STR/STR-FGAWDIFA.tif,7
18616,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-IEYKFWHD.tif,2
6386,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-HQAQCTHS.tif,1
44201,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-MRPEFECF.tif,0
3599,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-HQCDLTSQ.tif,1
25478,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-QYYNAPRW.tif,3
1955,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-LFIHQEGI.tif,1
41395,/content/gdrive/MyDrive/NCT-CRC/STR/STR-VHWTTLFS.tif,7
5829,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-EAPPFKNG.tif,1
9023,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-FAHMWTHR.tif,1
18929,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-LHDFHMQW.tif,2
24152,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-REHFNVLF.tif,3
42488,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-LFQRHNLW.tif,0
9102,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-LAACKWHI.tif,1
8156,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-AMNMRKLF.tif,1
39702,/content/gdrive/MyDrive/NCT-CRC/STR/STR-QGINPVFC.tif,7
54716,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-CSIALMFN.tif,4
8917,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-AVMDKCYF.tif,1
61991,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-EWESSNYK.tif,8
11840,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-FQKPFEWW.tif,2
27870,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-SDMKSDNV.tif,3
21544,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-FLQRIKNE.tif,3
61776,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-AWEDKTDQ.tif,8
66659,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-IDVDNPQK.tif,8
9902,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-EYRKHFMG.tif,1
28036,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-ARRMKQLI.tif,3
38099,/content/gdrive/MyDrive/NCT-CRC/STR/STR-DMISKTCV.tif,7
186,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-MLTYLTGV.tif,1
633,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-KMTERNAW.tif,1
11561,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-IKKQLWTM.tif,2
56581,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-WGNPSPTD.tif,4
40215,/content/gdrive/MyDrive/NCT-CRC/STR/STR-GQWLRYEG.tif,7
37761,/content/gdrive/MyDrive/NCT-CRC/STR/STR-YECPDFYR.tif,7
50261,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-IPKIQMAR.tif,0
14406,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-IWVKGVQG.tif,2
65534,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-ELCWNGVW.tif,8
32705,/content/gdrive/MyDrive/NCT-CRC/STR/STR-QFYQQCFM.tif,7
38955,/content/gdrive/MyDrive/NCT-CRC/STR/STR-THRGQWGL.tif,7
57560,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-HYVFYGGL.tif,4
53290,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-RGQHQWST.tif,4
49552,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-EAFLVNRG.tif,0
27285,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-WCLLYLWI.tif,3
48279,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-QRCPFLTI.tif,0
30056,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-VGHCHFYI.tif,3
74120,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-LRTGNNYQ.tif,8
28658,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-PCVDEWCL.tif,3
61512,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-DKQPFNKC.tif,8
19954,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-EVKVKQFH.tif,3
4455,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-LLWKFGNS.tif,1
11208,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-MDSHNFFP.tif,2
18229,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-NNPFAQKN.tif,2
53798,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-LMWVKMTF.tif,4
15677,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-MTCPQVCP.tif,2
4995,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-EGPRKRQV.tif,1
73574,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-RHTRDWSQ.tif,8
58319,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-EASIAKQN.tif,4
62177,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-GVLPLCLT.tif,8
21983,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-RKRQPDEI.tif,3
67414,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-LRNTFIRQ.tif,8
66779,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-NMHELSAS.tif,8
36081,/content/gdrive/MyDrive/NCT-CRC/STR/STR-GKAEDNCA.tif,7
29550,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-LMRSPLAN.tif,3
45237,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-DVILQWNT.tif,0
71264,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-MGWHCWPL.tif,8
26069,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-NIVGAINY.tif,3
54830,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-QLSHKNID.tif,4
3315,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-GASINHHR.tif,1
17298,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-HENDYATR.tif,2
68291,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-EPGCTVLG.tif,8
9039,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-FVDLQFQL.tif,1
63308,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-VHIRCKGF.tif,8
59836,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-IYASKICQ.tif,4
7845,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-EYQNYSPG.tif,1
44154,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-PEVRCTNR.tif,0
3624,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-LLGKMDYV.tif,1
10257,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-CYRQVADC.tif,1
59013,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-LVFCISNL.tif,4
39098,/content/gdrive/MyDrive/NCT-CRC/STR/STR-DPWMKTNC.tif,7
16187,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-SHGQHGAC.tif,2
61216,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-AQQPVIWN.tif,8
45540,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-QWCHGGDQ.tif,0
47539,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-FSEEHVYN.tif,0
27391,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-MGWCSFQL.tif,3
62274,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-HSQPCYAE.tif,8
50543,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-ITLCPNFM.tif,0
28312,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-HSVIDIYS.tif,3
303,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-GPEQKCFK.tif,1
30029,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-CQERSDNV.tif,3
31248,/content/gdrive/MyDrive/NCT-CRC/STR/STR-KVQYHCWL.tif,7
35824,/content/gdrive/MyDrive/NCT-CRC/STR/STR-LRWGIMDE.tif,7
23570,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-DESYDRES.tif,3
21302,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-NCKELEWC.tif,3
59420,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-WGQISYTG.tif,4
47903,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-RAYGALYY.tif,0
66432,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-KHHFGADD.tif,8
67449,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-SIRQWWGG.tif,8
13221,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-EFELAMQA.tif,2
51428,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-HAKNFDPK.tif,0
45791,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-MSGCGRHF.tif,0
65865,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-DGIYILDF.tif,8
6680,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-AGAWMIGH.tif,1
1490,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-KWSQWTKY.tif,1
57875,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-HQYQDMPC.tif,4
68691,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-PLWKPMIK.tif,8
5354,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-GAFDEMHA.tif,1
53600,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-NLNPEFTQ.tif,4
28958,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-LAESVIGH.tif,3
75044,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-LCVEVDWR.tif,8
6987,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-NQNFTLRP.tif,1
11662,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-QKDSRCEC.tif,2
34117,/content/gdrive/MyDrive/NCT-CRC/STR/STR-PGLYMPLY.tif,7
43635,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-QAREPKFD.tif,0
32170,/content/gdrive/MyDrive/NCT-CRC/STR/STR-KYEFTFWK.tif,7
62312,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-KNQNVREW.tif,8
27913,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-LSNWPGTG.tif,3
22733,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-CWAYNGSL.tif,3
75039,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-YTSVIHPW.tif,8
49651,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-GKRHVCHK.tif,0
36879,/content/gdrive/MyDrive/NCT-CRC/STR/STR-VMIRPADR.tif,7
68665,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-HFRNKHKP.tif,8
5789,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-HNVALTYE.tif,1
66936,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-TIIPQPTD.tif,8
63539,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-IYCGHQHW.tif,8
71378,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-NGYTNILF.tif,8
44224,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-RKWVLSAN.tif,0
18766,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-PDLFPQII.tif,2
12690,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-EWFCINCH.tif,2
13890,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-FKYEVLFR.tif,2
65640,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-WGYWNTTP.tif,8
46362,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-MAARSKHT.tif,0
481,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-CWTKMEKL.tif,1
74058,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-TSALQLAY.tif,8
38874,/content/gdrive/MyDrive/NCT-CRC/STR/STR-TPTKSRMW.tif,7
15143,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-GRHYGRPM.tif,2
65879,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-TESASNCC.tif,8
5081,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-HFDFPNIK.tif,1
23520,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-KTTGSDIS.tif,3
47032,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-GQIEEDII.tif,0
44208,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-IWKIALFV.tif,0
16601,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-EYRNNLEW.tif,2
8227,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-DAFEPILS.tif,1
4809,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-MTPVNKKE.tif,1
30238,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-NNISWQDH.tif,3
62696,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-MKMPLSWC.tif,8
45700,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-FKHYGYAH.tif,0
56203,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-NMEENNEG.tif,4
47735,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-FFNYIQTQ.tif,0
28787,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-FPIKGWLP.tif,3
65427,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-IHCMRGIT.tif,8
57872,/content/gdrive/MyDrive/NCT-CRC/MUC/MUC-PWSPTPNK.tif,4
3559,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-CRVHVKKR.tif,1
44023,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-LVPSPPPW.tif,0
61925,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-VLQMEHYH.tif,8
32109,/content/gdrive/MyDrive/NCT-CRC/STR/STR-FPNGPEMG.tif,7
47625,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-LWDHSAVY.tif,0
32091,/content/gdrive/MyDrive/NCT-CRC/STR/STR-SGMDLEAI.tif,7
45229,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-HPITHWAV.tif,0
63195,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-GFQCPKMM.tif,8
9970,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-EHTEEGQP.tif,1
35379,/content/gdrive/MyDrive/NCT-CRC/STR/STR-HANQRAMS.tif,7
63473,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-KKQNVLWL.tif,8
11059,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-CQNSMHFY.tif,2
15417,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-SEQTAPND.tif,2
1361,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-AWGIHHLW.tif,1
17239,/content/gdrive/MyDrive/NCT-CRC/DEB/DEB-KIMNSARK.tif,2
23010,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-GMLEYFFN.tif,3
62390,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-AKEQPGFH.tif,8
438,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-AMFPPTCW.tif,1
44692,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-SFRNSHGS.tif,0
72678,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-MESCFCIQ.tif,8
28668,/content/gdrive/MyDrive/NCT-CRC/LYM/LYM-ATKICCKC.tif,3
43560,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-HGADGTLT.tif,0
9790,/content/gdrive/MyDrive/NCT-CRC/BACK/BACK-IAECSGFW.tif,1
64445,/content/gdrive/MyDrive/NCT-CRC/TUM/TUM-VMWSPAFT.tif,8
50745,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-HVAKGYCH.tif,0
51755,/content/gdrive/MyDrive/NCT-CRC/ADI/ADI-MLHQLSSK.tif,0
